858.83	-88.39
915.60	-88.98
764.19	-99.15
50.30	-110.61
89.87	-90.59
111.18	-97.43
351.14	-77.58
233.02	-75.10
189.74	-76.44
111.82	-99.08
215.98	-79.24
658.88	-85.09
124.86	-91.55
170.17	-94.40
136.19	-75.70
225.38	-76.27
431.50	-74.59
746.04	-76.34
111.99	-91.85
160.81	-74.96
514.15	-76.17
336.24	-87.41
312.00	-72.00
629.18	-74.73
330.56	-69.78
404.44	-74.58
433.48	-74.88
764.90	-74.35
219.33	-85.13
114.90	-87.02
188.06	-100.31
41.21	-112.02
211.76	-83.89
171.01	-83.91
182.83	-96.25
70.52	-105.20
373.33	-71.13
229.76	-76.77
121.97	-85.40
38.76	-100.69
105.46	-71.98
175.84	-78.24
297.90	-82.83
315.00	-86.69
253.94	-98.88
239.60	-90.21
295.21	-80.86
403.44	-84.19
100.03	-110.96
106.58	-111.51
152.93	-89.19
453.30	-82.44
258.44	-101.73
444.02	-87.60
581.83	-76.14
654.48	-83.22
276.56	-79.73
118.99	-81.03
144.80	-94.65
42.66	-98.25
288.59	-88.90
156.18	-89.05
49.03	-96.10
290.77	-89.54
236.54	-88.51
107.90	-90.96
684.88	-80.97
192.10	-88.44
122.59	-89.60
49.46	-90.21
74.63	-115.41
216.40	-104.51
211.23	-79.64
218.65	-93.65
114.38	-103.22
280.50	-78.58
517.92	-85.51
915.90	-83.41
351.50	-73.37
442.60	-81.30
667.52	-86.35
133.71	-80.90
84.46	-87.30
72.53	-91.29
46.97	-100.17
409.52	-83.58
162.21	-82.79
159.74	-91.26
28.23	-100.51
296.38	-82.96
300.00	-78.73
121.68	-85.26
34.52	-96.56
146.18	-85.71
257.36	-86.24
210.03	-95.80
64.74	-108.29
43.90	-82.29
160.13	-82.28
122.18	-85.98
94.73	-100.32
173.71	-84.62
194.06	-83.19
212.65	-81.76
237.10	-82.09
99.68	-100.92
103.01	-84.71
101.71	-85.09
201.83	-82.50
97.22	-90.89
100.13	-87.15
134.84	-86.29
314.58	-76.56
235.73	-87.73
254.31	-84.96
325.08	-77.85
211.13	-75.66
209.95	-85.47
245.22	-84.04
110.35	-89.43
92.81	-92.61
89.67	-89.21
188.04	-79.54
398.98	-80.17
1945.92	-73.76
44.16	-101.23
69.25	-91.33
145.04	-82.77
305.30	-76.94
110.04	-92.98
235.93	-80.32
472.50	-74.55
257.29	-84.33
257.65	-77.28
371.46	-76.09
763.94	-73.64
164.27	-76.59
138.62	-85.19
89.47	-90.69
33.88	-89.53
152.94	-73.43
110.66	-77.30
109.09	-80.17
37.45	-90.84
253.26	-85.28
258.30	-85.62
180.18	-85.56
136.02	-94.48
109.87	-95.36
58.85	-96.64
19.54	-101.64
84.69	-81.80
84.14	-81.90
97.46	-80.09
27.70	-84.54
335.20	-80.95
185.50	-83.18
255.28	-83.85
135.93	-90.54
